DATE,CORESTICKM159SFRBATL,Imports_MMcf,Exports_MMcf,NG_Spot_Price,DTWEXBGS,Plant_Liquids_Production_MMcf,Marketed_Production_MMcf,Dry_Natural_Gas_Production_MMcf,Gross_Withdrawals_MMcf,Cushing OK WTI Spot Price FOB $/bbl,Europe Brent Spot Price FOB $/bbl,East Region,Midwest Region,Mountain Region,Pacific Region,South Central Region,Salt,NonSalt,wind,pressure,tropicalstorm_force_diameter,hurricane_force_diameter
2019-08-02,2.617850285714286,220076.0,384983.0,2.24,115.78912,219954,3146384,2926429.0,3448106.0,56.55,62.59,613,701.0,161,272,941.0,221,719.0,,,,
2019-08-09,2.6297095714285716,220076.0,384983.0,2.11,116.59964,219954,3146384,2926429.0,3448106.0,53.28,57.33,634,729.0,164,272,939.0,214,725.0,,,,
2019-08-16,2.6415688571428575,220076.0,384983.0,2.21,116.97638,219954,3146384,2926429.0,3448106.0,55.31,58.25,660,760.0,168,274,935.0,205,730.0,,,,
2019-08-23,2.653428142857143,220076.0,384983.0,2.27,117.32026,219954,3146384,2926429.0,3448106.0,55.5,59.57,682,790.0,173,278,934.0,199,736.0,30.384615384615383,1007.9230769230769,14.615384615384615,0.0
2019-08-30,2.6652874285714288,220076.0,384983.0,2.28,117.90498,219954,3146384,2926429.0,3448106.0,55.21,59.83,714,827.0,177,276,947.0,197,749.0,41.875,1003.2857142857143,49.285714285714285,4.107142857142857
2019-09-06,2.6771467142857146,208286.0,394511.0,2.46,117.649275,213673,3056535,2842862.0,3396571.0,55.73,60.23,739,864.0,183,275,958.0,199,759.0,80.35714285714286,970.7678571428571,185.71428571428572,42.32142857142857
2019-09-13,2.689006,208286.0,394511.0,2.64,117.01472,213673,3056535,2842862.0,3396571.0,56.16,62.74,763,898.0,188,279,974.0,200,774.0,50.44117647058823,990.9705882352941,207.64705882352942,20.88235294117647
2019-09-20,2.700865285714286,208286.0,394511.0,2.63,117.05182,213673,3056535,2842862.0,3396571.0,59.33,65.56,794,934.0,194,286,998.0,207,790.0,61.320754716981135,986.1320754716982,173.58490566037736,35.18867924528302
2019-09-27,2.7127245714285717,208286.0,394511.0,2.52,117.52676,213673,3056535,2842862.0,3396571.0,56.9,63.15,826,973.0,199,291,1029.0,220,809.0,49.189189189189186,995.2297297297297,129.45945945945945,7.702702702702703
2019-10-04,2.724583857142857,210537.0,425775.0,2.33,117.81474,222734,3186150,2963416.0,3551970.0,53.12,59.22,854,1009.0,203,296,1054.0,229,825.0,85.53571428571429,957.5357142857143,474.64285714285717,99.28571428571429
2019-10-11,2.736443142857143,210537.0,425775.0,2.26,117.41812,222734,3186150,2963416.0,3551970.0,53.27,59.39,880,1044.0,205,296,1093.0,246,847.0,50.0,1001.8461538461538,369.2307692307692,0.0
2019-10-18,2.748302428571429,210537.0,425775.0,2.25,116.46375,222734,3186150,2963416.0,3551970.0,53.49,59.32,898,1069.0,208,297,1134.0,268,866.0,35.483870967741936,1003.8709677419355,75.80645161290323,0.0
2019-10-25,2.760161714285714,210537.0,425775.0,2.25,116.06002,222734,3186150,2963416.0,3551970.0,55.2,60.75,913,1095.0,211,298,1178.0,293,885.0,42.75,996.1,162.5,0.0
2019-11-01,2.772021,223765.0,441944.0,2.62,115.96314,219084,3133926,2914843.0,3509293.0,55.17,60.23,932,1109.0,207,292,1189.0,303,886.0,44.04761904761905,990.0,64.76190476190476,0.9523809523809523
2019-11-08,2.742871730769231,223765.0,441944.0,2.82,116.10834,219084,3133926,2914843.0,3509293.0,56.69,62.39,932,1106.0,207,290,1197.0,313,884.0,,,,
2019-11-15,2.7137224615384614,223765.0,441944.0,2.73,116.667175,219084,3133926,2914843.0,3509293.0,56.85,62.56,909,1069.0,205,292,1164.0,299,864.0,,,,
2019-11-22,2.6845731923076923,223765.0,441944.0,2.58,116.67848,219084,3133926,2914843.0,3509293.0,56.9,63.76,894,1052.0,204,293,1166.0,303,863.0,46.333333333333336,998.6666666666666,151.33333333333334,0.0
2019-11-29,2.655423923076923,223765.0,441944.0,2.49,117.0787,219084,3133926,2914843.0,3509293.0,58.07,64.74,891,1040.0,200,286,1174.0,316,858.0,52.36842105263158,984.421052631579,239.47368421052633,0.0
2019-12-06,2.6262746538461537,256053.0,481757.0,2.38,116.69538,226132,3234746,3008614.0,3622512.0,57.64,64.71,867,1013.0,193,276,1168.0,321,847.0,,,,
2019-12-13,2.5971253846153846,256053.0,481757.0,2.24,116.06152,226132,3234746,3008614.0,3622512.0,59.25,66.5,838,973.0,186,273,1142.0,319,823.0,,,,
2019-12-20,2.5679761153846155,256053.0,481757.0,2.28,115.62696,226132,3234746,3008614.0,3622512.0,60.75,68.9,796,923.0,177,260,1094.0,309,786.0,,,,
2019-12-27,2.5388268461538464,256053.0,481757.0,2.03,115.554,226132,3234746,3008614.0,3622512.0,61.29,68.73,771,905.0,173,251,1093.0,313,780.0,,,,
2020-01-03,2.509677576923077,262080.0,510444.0,2.06,114.8986,239079,3257533,3018453.0,3598402.0,61.74,68.05,756,885.0,166,244,1097.0,323,774.0,,,,
2020-01-10,2.4805283076923077,262080.0,510444.0,2.1,115.10666,239079,3257533,3018453.0,3598402.0,60.84,67.93,716,851.0,161,235,1076.0,320,756.0,,,,
2020-01-17,2.4513790384615386,262080.0,510444.0,2.06,115.01474,239079,3257533,3018453.0,3598402.0,58.29,64.11,696,815.0,151,220,1065.0,328,737.0,,,,
2020-01-24,2.422229769230769,262080.0,510444.0,1.93,115.380275,239079,3257533,3018453.0,3598402.0,56.15,62.2,638,761.0,143,210,995.0,297,698.0,,,,
2020-01-31,2.3930805,262080.0,510444.0,1.95,115.75226,239079,3257533,3018453.0,3598402.0,52.69,58.57,598,725.0,136,210,941.0,281,660.0,,,,
2020-02-07,2.363931230769231,238328.0,454245.0,1.89,116.14262,223394,2992845,2769451.0,3366311.0,50.36,54.59,569,694.0,126,202,903.0,269,634.0,,,,
2020-02-14,2.3347819615384613,238328.0,454245.0,1.9,116.4046,223394,2992845,2769451.0,3366311.0,50.83,55.33,527,639.0,117,198,861.0,257,605.0,,,,
2020-02-21,2.305632692307692,238328.0,454245.0,2.0,116.9177,223394,2992845,2769451.0,3366311.0,53.14,58.61,484,591.0,108,196,821.0,244,578.0,,,,
2020-02-28,2.276483423076923,238328.0,454245.0,1.88,117.41468,223394,2992845,2769451.0,3366311.0,48.36,54.09,451,558.0,101,197,784.0,229,555.0,,,,
2020-03-06,2.247334153846154,213231.0,497437.0,1.8,116.719,239233,3192036,2952802.0,3579884.0,45.57,50.7,426,529.0,97,200,791.0,235,556.0,,,,
2020-03-13,2.2181848846153844,213231.0,497437.0,1.86,118.85914,239233,3192036,2952802.0,3579884.0,32.39,33.72,412,512.0,96,199,814.0,247,568.0,,,,
2020-03-20,2.1890356153846153,213231.0,497437.0,1.82,123.52144,239233,3192036,2952802.0,3579884.0,24.19,25.65,398,492.0,92,194,829.0,258,571.0,,,,
2020-03-27,2.1598863461538462,213231.0,497437.0,1.74,124.2582,239233,3192036,2952802.0,3579884.0,19.44,23.96,382,476.0,92,197,840.0,256,585.0,,,,
2020-04-03,2.1307370769230767,190049.0,420767.0,1.63,123.5331,225432,3076174,2850742.0,3375996.0,21.69,18.72,382,475.0,92,203,872.0,265,607.0,,,,
2020-04-10,2.1015878076923076,190049.0,420767.0,1.77,123.03062,225432,3076174,2850742.0,3375996.0,24.41,22.53,400,487.0,95,203,912.0,286,626.0,,,,
2020-04-17,2.0724385384615385,190049.0,420767.0,1.72,122.8163,225432,3076174,2850742.0,3375996.0,20.12,20.0,400,493.0,96,210,941.0,301,640.0,,,,
2020-04-24,2.043289269230769,190049.0,420767.0,1.85,123.78094,225432,3076174,2850742.0,3375996.0,3.32,14.24,405,506.0,103,218,979.0,314,664.0,,,,
2020-05-01,2.01414,186518.0,395472.0,1.71,123.1123,219084,2942912,2723828.0,3290613.0,15.71,17.05,424,530.0,111,228,1027.0,331,695.0,,,,
2020-05-08,1.9966093999999999,186518.0,395472.0,1.84,123.06666,219084,2942912,2723828.0,3290613.0,23.46,23.57,452,554.0,117,240,1059.0,340,719.0,,,,
2020-05-15,1.9790788,186518.0,395472.0,1.63,123.42466,219084,2942912,2723828.0,3290613.0,26.4,28.18,469,576.0,124,253,1081.0,345,737.0,,,,
2020-05-22,1.9615481999999997,186518.0,395472.0,1.78,122.3832,219084,2942912,2723828.0,3290613.0,33.1,33.94,504,606.0,132,264,1105.0,348,757.0,43.611111111111114,999.3888888888889,187.22222222222223,0.0
2020-05-29,1.9440175999999998,186518.0,395472.0,1.76,121.235275,219084,2942912,2723828.0,3290613.0,34.19,33.7,536,634.0,140,273,1131.0,353,778.0,32.142857142857146,1007.5714285714286,8.571428571428571,0.0
2020-06-05,1.9264869999999998,187478.0,338486.0,1.7,119.47188,215040,2927068,2712029.0,3220917.0,37.32,38.37,563,662.0,148,281,1153.0,357,797.0,37.77777777777778,998.4444444444445,84.44444444444444,0.0
2020-06-12,1.9089563999999999,187478.0,338486.0,1.7,118.9423,215040,2927068,2712029.0,3220917.0,37.87,39.52,586,688.0,156,290,1173.0,358,815.0,36.851851851851855,990.0,164.8148148148148,0.0
2020-06-19,1.8914258,187478.0,338486.0,1.52,119.98116,215040,2927068,2712029.0,3220917.0,38.35,40.95,619,716.0,165,299,1212.0,372,840.0,,,,
2020-06-26,1.8738951999999998,187478.0,338486.0,1.57,119.98666,215040,2927068,2712029.0,3220917.0,39.22,41.69,639,740.0,173,304,1222.0,368,854.0,31.666666666666668,1005.6666666666666,20.0,0.0
2020-07-03,1.8563645999999998,210419.0,349167.0,1.71,120.276325,226142,3026780,2800638.0,3386520.0,39.85,42.3,657,761.0,180,310,1226.0,364,862.0,,,,
2020-07-10,1.8388339999999999,210419.0,349167.0,1.78,119.46404,226142,3026780,2800638.0,3386520.0,40.44,43.06,672,780.0,186,312,1228.0,359,869.0,30.88888888888889,1007.8888888888889,41.111111111111114,0.0
2020-07-17,1.8213034,210419.0,349167.0,1.77,119.14228,226142,3026780,2800638.0,3386520.0,40.57,43.4,693,799.0,190,311,1221.0,349,872.0,27.5,1000.25,30.0,0.0
2020-07-24,1.8037728,210419.0,349167.0,1.72,118.36696,226142,3026780,2800638.0,3386520.0,41.34,43.57,706,815.0,196,313,1211.0,339,872.0,37.30769230769231,1004.1538461538462,25.0,0.0
2020-07-31,1.7862421999999998,210419.0,349167.0,1.82,117.31732,226142,3026780,2800638.0,3386520.0,40.69,43.22,718,830.0,202,311,1214.0,336,878.0,47.0,998.975,137.0,9.625
2020-08-07,1.7687115999999998,211352.0,360230.0,2.13,117.43882,225412,3027588,2802176.0,3368303.0,41.57,44.36,738,856.0,206,314,1219.0,337,883.0,54.8,995.72,128.8,10.0
2020-08-14,1.7511809999999999,211352.0,360230.0,2.17,117.26704,225412,3027588,2802176.0,3368303.0,42.08,44.54,750,880.0,209,313,1223.0,335,888.0,32.63157894736842,1006.7894736842105,33.68421052631579,0.0
2020-08-21,1.7336504,211352.0,360230.0,2.39,116.7609,225412,3027588,2802176.0,3368303.0,42.73,44.79,775,904.0,212,306,1223.0,334,889.0,34.81481481481482,1006.7037037037037,60.370370370370374,0.0
2020-08-28,1.7161198,211352.0,360230.0,2.52,116.6008,225412,3027588,2802176.0,3368303.0,42.93,45.26,789,924.0,212,304,1225.0,331,895.0,55.0,994.195652173913,135.2173913043478,14.782608695652174
2020-09-04,1.6985891999999998,174225.0,395424.0,2.16,115.9042,218375,2957168,2738793.0,3274179.0,41.84,43.06,805,953.0,216,308,1243.0,335,908.0,36.25,1003.6388888888889,37.22222222222222,0.5555555555555556
2020-09-11,1.6810585999999998,174225.0,395424.0,2.16,116.14975,218375,2957168,2738793.0,3274179.0,37.38,39.45,825,983.0,221,310,1276.0,349,927.0,38.125,1001.7916666666666,87.5,0.0
2020-09-18,1.663528,174225.0,395424.0,1.93,115.46196,218375,2957168,2738793.0,3274179.0,39.55,40.77,851,1009.0,225,312,1283.0,349,934.0,51.51162790697674,992.1937984496124,149.30232558139534,20.46511627906977
2020-09-25,1.6459974,174225.0,395424.0,1.68,117.12794,218375,2957168,2738793.0,3274179.0,39.78,40.89,872,1033.0,231,316,1304.0,358,945.0,46.333333333333336,993.8555555555556,169.11111111111111,24.666666666666668
2020-10-02,1.6284668,199306.0,481621.0,1.65,117.12004,223934,3004869,2780936.0,3381515.0,38.99,39.99,893,1062.0,236,318,1322.0,366,955.0,25.666666666666668,1014.0,2.6666666666666665,0.0
2020-10-09,1.6109361999999998,199306.0,481621.0,1.91,116.0559,223934,3004869,2780936.0,3381515.0,40.19,41.06,908,1081.0,241,320,1326.0,366,960.0,64.25,983.45,133.25,20.5
2020-10-16,1.5934055999999999,199306.0,481621.0,2.17,115.8738,223934,3004869,2780936.0,3381515.0,40.33,41.32,923,1105.0,245,323,1329.0,360,969.0,32.0,998.9,51.0,4.0
2020-10-23,1.575875,199306.0,481621.0,2.74,115.14568,223934,3004869,2780936.0,3381515.0,40.43,41.0,941,1118.0,245,323,1329.0,360,968.0,54.82142857142857,986.7857142857143,260.7142857142857,15.0
2020-10-30,1.5583444,199306.0,481621.0,3.09,115.71464,223934,3004869,2780936.0,3381515.0,37.32,37.91,947,1119.0,240,320,1293.0,348,945.0,61.388888888888886,981.1111111111111,284.44444444444446,25.13888888888889
2020-11-06,1.5408138,211570.0,528210.0,2.78,115.07228,223387,2998371,2774983.0,3371220.0,37.71,38.64,942,1127.0,243,322,1293.0,345,948.0,62.88461538461539,982.1923076923077,88.46153846153847,14.038461538461538
2020-11-13,1.5232831999999998,211570.0,528210.0,2.75,114.17695,223387,2998371,2774983.0,3371220.0,40.66,41.87,953,1139.0,241,319,1306.0,350,956.0,46.016949152542374,996.3728813559322,155.42372881355934,0.847457627118644
2020-11-20,1.5057525999999999,211570.0,528210.0,2.39,113.63558,223387,2998371,2774983.0,3371220.0,41.52,43.01,934,1133.0,242,320,1312.0,356,956.0,58.59375,984.0,151.25,17.8125
2020-11-27,1.488222,211570.0,528210.0,2.39,113.46073333333332,223387,2998371,2774983.0,3371220.0,44.4,46.43,934,1122.0,240,318,1326.0,368,958.0,,,,
2020-12-04,1.4706913999999998,266618.0,553176.0,2.69,112.49446,231185,3117483,2886298.0,3516066.0,45.37,47.83,915,1095.0,232,312,1294.0,361,933.0,,,,
2020-12-11,1.4531608,266618.0,553176.0,2.44,111.97552,231185,3117483,2886298.0,3516066.0,46.04,49.32,881,1059.0,223,306,1256.0,348,908.0,,,,
2020-12-18,1.4356301999999999,266618.0,553176.0,2.7,111.72134,231185,3117483,2886298.0,3516066.0,47.97,51.05,844,1015.0,212,296,1207.0,337,870.0,,,,
2020-12-25,1.4180996,266618.0,553176.0,2.72,112.04533333333332,231185,3117483,2886298.0,3516066.0,47.73,50.61,810,973.0,204,289,1183.0,334,849.0,,,,
2021-01-01,1.400569,284065.0,563515.0,2.38,111.536425,233604,3105581,2871976.0,3504128.0,47.98,50.82,765,923.0,196,282,1163.0,333,830.0,,,,
2021-01-08,1.4417750256410256,284065.0,563515.0,2.74,111.12838,233604,3105581,2871976.0,3504128.0,50.09,53.31,726,879.0,188,278,1126.0,327,799.0,,,,
2021-01-15,1.4829810512820512,284065.0,563515.0,2.82,111.4887,233604,3105581,2871976.0,3504128.0,52.75,55.38,679,828.0,176,275,1051.0,296,755.0,,,,
2021-01-22,1.524187076923077,284065.0,563515.0,2.54,111.4079,233604,3105581,2871976.0,3504128.0,52.82,55.23,641,780.0,170,275,1014.0,288,726.0,,,,
2021-01-29,1.5653931025641026,284065.0,563515.0,2.71,111.92116,233604,3105581,2871976.0,3504128.0,52.52,55.18,582,719.0,158,261,970.0,281,689.0,,,,
2021-02-05,1.6065991282051282,271877.0,424004.0,3.12,112.3978,195366,2597230,2401865.0,2938642.0,55.39,58.22,529,666.0,150,257,915.0,261,654.0,,,,
2021-02-12,1.6478051538461538,271877.0,424004.0,4.63,111.69108,195366,2597230,2401865.0,2938642.0,58.54,61.13,485,589.0,137,244,826.0,233,593.0,,,,
2021-02-19,1.6890111794871796,271877.0,424004.0,12.18,111.929525,195366,2597230,2401865.0,2938642.0,60.17,63.9,424,508.0,123,218,670.0,150,520.0,,,,
2021-02-26,1.7302172051282052,271877.0,424004.0,2.86,112.072,195366,2597230,2401865.0,2938642.0,62.3,65.86,383,465.0,117,210,670.0,159,511.0,,,,
2021-03-05,1.7714232307692308,238724.0,595411.0,2.79,112.86818,235898,3136068,2900170.0,3509749.0,62.29,65.94,350,440.0,113,205,685.0,176,509.0,,,,
2021-03-12,1.8126292564102564,238724.0,595411.0,2.65,113.56036,235898,3136068,2900170.0,3509749.0,65.02,68.15,328,426.0,114,199,715.0,197,519.0,,,,
2021-03-19,1.853835282051282,238724.0,595411.0,2.53,113.0302,235898,3136068,2900170.0,3509749.0,63.22,66.11,307,405.0,112,193,734.0,215,519.0,,,,
2021-03-26,1.8950413076923076,238724.0,595411.0,2.54,113.55108,235898,3136068,2900170.0,3509749.0,59.95,62.51,307,401.0,112,194,749.0,226,523.0,,,,
2021-04-02,1.9362473333333334,208369.0,564333.0,2.54,113.89766,230075,3058663,2828588.0,3428387.0,60.66,63.68,305,398.0,115,198,768.0,235,533.0,,,,
2021-04-09,1.977453358974359,208369.0,564333.0,2.45,113.22644,230075,3058663,2828588.0,3428387.0,59.35,61.83,311,414.0,118,205,798.0,251,547.0,,,,
2021-04-16,2.018659384615385,208369.0,564333.0,2.59,112.83086,230075,3058663,2828588.0,3428387.0,61.93,64.69,325,421.0,118,210,810.0,256,554.0,,,,
2021-04-23,2.0598654102564105,208369.0,564333.0,2.76,112.19202,230075,3058663,2828588.0,3428387.0,62.18,65.34,319,427.0,119,217,816.0,258,558.0,,,,
2021-04-30,2.101071435897436,208369.0,564333.0,2.88,111.87934,230075,3058663,2828588.0,3428387.0,63.47,66.96,332,442.0,124,224,836.0,264,572.0,,,,
2021-05-07,2.1422774615384617,204890.0,578056.0,2.95,111.87466,237554,3158085,2920531.0,3524820.0,65.1,68.99,347,458.0,131,235,857.0,269,588.0,,,,
2021-05-14,2.1834834871794873,204890.0,578056.0,2.93,111.20774,237554,3158085,2920531.0,3524820.0,65.07,68.73,358,472.0,135,247,888.0,280,608.0,,,,
2021-05-21,2.224689512820513,204890.0,578056.0,2.91,110.95494,237554,3158085,2920531.0,3524820.0,64.11,67.48,385,499.0,144,256,931.0,296,635.0,42.5,1009.25,203.75,0.0
2021-05-28,2.2658955384615385,204890.0,578056.0,2.86,110.8633,237554,3158085,2920531.0,3524820.0,66.4,69.02,413,522.0,151,268,959.0,300,659.0,36.666666666666664,1005.6666666666666,66.66666666666667,0.0
2021-06-04,2.307101564102564,207859.0,539165.0,3.03,110.766325,229067,3045264,2816197.0,3389749.0,68.74,70.66,445,547.0,160,276,983.0,302,681.0,,,,
2021-06-11,2.34830758974359,207859.0,539165.0,3.12,110.6865,229067,3045264,2816197.0,3389749.0,70.11,71.46,461,570.0,165,236,995.0,299,696.0,,,,
2021-06-18,2.3895136153846153,207859.0,539165.0,3.28,111.82196,229067,3045264,2816197.0,3389749.0,71.55,73.11,488,595.0,169,239,991.0,295,697.0,34.666666666666664,1003.4,65.33333333333333,0.0
2021-06-25,2.4307196410256413,207859.0,539165.0,3.28,112.49652,229067,3045264,2816197.0,3389749.0,73.48,75.41,513,623.0,173,244,1005.0,296,709.0,35.0,1004.8888888888889,102.77777777777777,0.0
2021-07-02,2.471925666666667,227779.0,566046.0,3.72,112.43252,238939,3176507,2937568.0,3508680.0,74.07,76.26,521,638.0,177,246,991.0,286,705.0,41.5625,1006.0,96.875,2.5
2021-07-09,2.5131316923076925,227779.0,566046.0,3.65,113.001725,238939,3176507,2937568.0,3508680.0,73.35,76.13,543,662.0,180,250,995.0,283,712.0,52.8125,1002.1875,137.1875,1.875
2021-07-16,2.554337717948718,227779.0,566046.0,3.73,112.9473,238939,3176507,2937568.0,3508680.0,73.19,75.8,562,683.0,183,247,1002.0,279,723.0,37.5,998.0,120.0,0.0
2021-07-23,2.5955437435897437,227779.0,566046.0,3.93,113.52842,238939,3176507,2937568.0,3508680.0,69.68,72.2,583,702.0,184,246,999.0,269,729.0,,,,
2021-07-30,2.6367497692307698,227779.0,566046.0,4.06,112.9658,238939,3176507,2937568.0,3508680.0,72.75,75.75,604,719.0,184,244,976.0,250,726.0,,,,
2021-08-06,2.677955794871795,220959.0,563572.0,4.15,112.90294,239647,3185920,2946272.0,3534922.0,69.5,72.26,629,741.0,185,241,979.0,247,732.0,,,,
2021-08-13,2.719161820512821,220959.0,563572.0,4.1,113.32204,239647,3185920,2946272.0,3534922.0,68.33,71.09,645,765.0,188,240,984.0,244,741.0,32.142857142857146,1009.3809523809524,16.666666666666668,0.0
2021-08-20,2.760367846153846,220959.0,563572.0,3.9,113.82812,239647,3185920,2946272.0,3534922.0,65.05,68.08,661,790.0,188,241,970.0,229,742.0,41.951219512195124,1002.939024390244,74.14634146341463,2.8658536585365852
2021-08-27,2.801573871794872,220959.0,563572.0,4.07,113.68692,239647,3185920,2946272.0,3534922.0,67.59,71.02,678,812.0,190,243,948.0,214,734.0,49.67741935483871,994.6129032258065,90.0,11.290322580645162
2021-09-03,2.8427798974358978,220206.0,535583.0,4.49,112.92226,233491,3104078,2870587.0,3440723.0,69.15,73.02,703,842.0,191,243,943.0,208,735.0,48.445945945945944,993.6216216216217,100.54054054054055,10.067567567567568
2021-09-10,2.8839859230769234,220206.0,535583.0,4.87,113.058875,233491,3104078,2870587.0,3440723.0,68.98,72.01,732,876.0,193,240,965.0,217,748.0,75.23809523809524,974.3095238095239,220.23809523809524,60.595238095238095
2021-09-17,2.925191948717949,220206.0,535583.0,5.42,113.19282,233491,3104078,2870587.0,3440723.0,71.69,74.13,751,904.0,196,240,990.0,228,762.0,39.54545454545455,998.2424242424242,115.45454545454545,10.303030303030303
2021-09-24,2.9663979743589746,220206.0,535583.0,5.03,113.7401,233491,3104078,2870587.0,3440723.0,72.18,75.32,779,934.0,201,243,1013.0,239,774.0,39.733333333333334,1003.0533333333333,135.6,0.6
2021-10-01,3.007604,228203.0,545055.0,5.68,114.35394,245106,3258481,3013375.0,3612938.0,75.45,78.44,810,971.0,206,248,1054.0,259,795.0,84.6875,971.0625,144.79166666666666,34.270833333333336
2021-10-08,3.0728475,228203.0,545055.0,5.87,114.5034,245106,3258481,3013375.0,3612938.0,78.5,82.01,834,997.0,210,251,1079.0,269,810.0,65.0,975.1875,330.9375,38.125
2021-10-15,3.138091,228203.0,545055.0,5.54,114.3927,245106,3258481,3013375.0,3612938.0,81.18,83.87,862,1027.0,211,253,1108.0,283,825.0,,,,
2021-10-22,3.2033345000000004,228203.0,545055.0,4.95,113.69954,245106,3258481,3013375.0,3612938.0,83.48,84.98,885,1052.0,212,255,1144.0,304,840.0,,,,
2021-10-29,3.268578,228203.0,545055.0,5.68,113.70794,245106,3258481,3013375.0,3612938.0,83.84,84.12,899,1071.0,213,256,1172.0,320,852.0,47.94117647058823,984.7647058823529,508.2352941176471,0.0
2021-11-05,3.3338215,242405.0,556982.0,5.48,114.27094,239876,3188958,2949082.0,3564460.0,81.79,82.52,897,1075.0,213,258,1175.0,324,850.0,42.5,991.3214285714286,143.92857142857142,0.0
2021-11-12,3.3990650000000002,242405.0,556982.0,4.99,114.075275,239876,3188958,2949082.0,3564460.0,81.93,83.39,900,1079.0,212,261,1191.0,331,860.0,38.888888888888886,1003.0,90.0,0.0
2021-11-19,3.4643085000000005,242405.0,556982.0,4.91,115.02024,239876,3188958,2949082.0,3564460.0,78.99,81.63,889,1066.0,210,262,1197.0,338,859.0,,,,
2021-11-26,3.5295520000000002,242405.0,556982.0,4.9,116.124725,239876,3188958,2949082.0,3564460.0,77.79,80.24,867,1043.0,206,263,1185.0,335,851.0,,,,
2021-12-03,3.5947955,252626.0,620886.0,4.32,116.20032,249961,3323025,3073064.0,3719546.0,66.89,71.0,843,1019.0,206,266,1171.0,328,842.0,,,,
2021-12-10,3.6600390000000003,252626.0,620886.0,3.68,115.77272,249961,3323025,3073064.0,3719546.0,71.31,74.79,818,982.0,199,261,1158.0,328,829.0,,,,
2021-12-17,3.7252825000000005,252626.0,620886.0,3.78,116.01378,249961,3323025,3073064.0,3719546.0,71.18,73.76,809,963.0,188,247,1155.0,334,820.0,,,,
2021-12-24,3.7905260000000003,252626.0,620886.0,3.85,115.862375,249961,3323025,3073064.0,3719546.0,71.63,73.91,777,918.0,180,235,1116.0,326,790.0,,,,
2021-12-31,3.8557695,252626.0,620886.0,3.57,115.3984,249961,3323025,3073064.0,3719546.0,76.05,78.16,767,893.0,172,219,1143.0,347,796.0,,,,
2022-01-07,3.9210130000000003,296248.0,610836.0,3.8,115.2763,252344,3235266,2982923.0,3628346.0,77.86,80.5,730,835.0,159,204,1088.0,330,759.0,,,,
2022-01-14,3.9862565000000005,296248.0,610836.0,4.42,114.60864,252344,3235266,2982923.0,3628346.0,81.52,85.07,669,770.0,151,201,1019.0,308,711.0,,,,
2022-01-21,4.051500000000001,296248.0,610836.0,4.5,114.620175,252344,3235266,2982923.0,3628346.0,85.93,89.16,609,701.0,143,201,938.0,279,658.0,,,,
2022-01-28,4.1167435,296248.0,610836.0,4.6,115.50704,252344,3235266,2982923.0,3628346.0,86.94,90.12,541,616.0,133,196,837.0,231,606.0,,,,
2022-02-04,4.181987,257977.0,546428.0,5.78,115.23616,227323,2914480,2687157.0,3266220.0,89.6,92.77,485,552.0,121,181,763.0,207,556.0,,,,
2022-02-11,4.247230500000001,257977.0,546428.0,4.19,114.87288,227323,2914480,2687157.0,3266220.0,90.61,96.43,435,496.0,114,177,689.0,173,516.0,,,,
2022-02-18,4.312474,257977.0,546428.0,4.39,114.8635,227323,2914480,2687157.0,3266220.0,92.89,97.8,396,450.0,105,176,655.0,168,487.0,,,,
2022-02-25,4.3777175,257977.0,546428.0,4.62,115.147075,227323,2914480,2687157.0,3266220.0,92.18,99.36,358,404.0,96,164,620.0,163,457.0,,,,
2022-03-04,4.442961,259499.0,639074.0,4.57,115.88616,256024,3282454,3026429.0,3662848.0,106.8,114.43,317,364.0,93,162,582.0,151,431.0,,,,
2022-03-11,4.508204500000001,259499.0,639074.0,4.7,117.07076,256024,3282454,3026429.0,3662848.0,113.39,122.29,290,337.0,87,155,571.0,159,412.0,,,,
2022-03-18,4.573448000000001,259499.0,639074.0,4.68,116.68506,256024,3282454,3026429.0,3662848.0,100.43,109.59,268,318.0,87,157,559.0,156,404.0,,,,
2022-03-25,4.6386915,259499.0,639074.0,5.14,115.9612,256024,3282454,3026429.0,3662848.0,113.69,123.6,268,317.0,89,161,581.0,169,412.0,,,,
2022-04-01,4.703935,244998.0,587385.0,5.41,115.51238,249532,3199218,2949686.0,3568334.0,103.89,111.26,241,296.0,91,165,589.0,173,416.0,,,,
2022-04-08,4.772150000000001,244998.0,587385.0,6.08,115.9842,249532,3199218,2949686.0,3568334.0,99.21,103.33,229,293.0,90,169,617.0,186,431.0,,,,
2022-04-15,4.840365,244998.0,587385.0,6.64,116.53298,249532,3199218,2949686.0,3568334.0,101.46,105.42,238,304.0,89,169,650.0,201,449.0,,,,
2022-04-22,4.908580000000001,244998.0,587385.0,7.1,117.17466,249532,3199218,2949686.0,3568334.0,104.02,105.72,238,309.0,90,171,681.0,215,467.0,,,,
2022-04-29,4.976795,244998.0,587385.0,6.81,119.3263,249532,3199218,2949686.0,3568334.0,102.85,103.92,253,324.0,92,176,721.0,233,489.0,,,,
2022-05-06,5.04501,230899.0,616665.0,8.04,119.80036,259892,3332041,3072149.0,3695408.0,106.69,110.36,274,342.0,96,183,749.0,241,507.0,,,,
2022-05-13,5.113225,230899.0,616665.0,7.47,120.7534,259892,3332041,3072149.0,3695408.0,105.0,107.43,296,364.0,103,187,781.0,251,531.0,,,,
