DATE,CORESTICKM159SFRBATL,Imports_MMcf,Exports_MMcf,NG_Spot_Price,DTWEXBGS,Plant_Liquids_Production_MMcf,Marketed_Production_MMcf,Dry_Natural_Gas_Production_MMcf,Gross_Withdrawals_MMcf,Cushing OK WTI Spot Price FOB $/bbl,Europe Brent Spot Price FOB $/bbl,East Region,Midwest Region,Mountain Region,Pacific Region,South Central Region,Salt,NonSalt,wind,pressure,tropicalstorm_force_diameter,hurricane_force_diameter
2016-09-30,2.467722,238491.0,201986.0,3.01,112.49168,146252,2297402,2151150.0,2626213.0,46.55,46.74,899,1045.0,237,318,1181.0,289,893.0,53.833333333333336,997.4333333333333,172.66666666666666,8.833333333333334
2016-10-07,2.459881,231449.0,176466.0,2.91,112.85166,150534,2364679,2214145.0,2720187.0,49.48,49.52,913,1071.0,240,323,1212.0,305,907.0,98.97727272727273,960.8863636363636,203.1818181818182,44.65909090909091
2016-10-14,2.45204,231449.0,176466.0,3.17,113.6315,150534,2364679,2214145.0,2720187.0,50.29,49.94,925,1093.0,243,325,1250.0,330,920.0,70.625,978.45,253.0,48.75
2016-10-21,2.4441990000000002,231449.0,176466.0,3.14,113.40952,150534,2364679,2214145.0,2720187.0,50.56,50.33,939,1115.0,245,326,1284.0,352,931.0,63.1578947368421,965.421052631579,631.578947368421,95.26315789473684
2016-10-28,2.4363580000000002,231449.0,176466.0,2.72,113.92864,150534,2364679,2214145.0,2720187.0,49.36,48.95,940,1130.0,249,326,1318.0,374,944.0,,,,
2016-11-04,2.428517,231044.0,227919.0,2.5,113.85602,146894,2307494,2160600.0,2678247.0,45.51,44.63,946,1148.0,253,327,1343.0,385,958.0,,,,
2016-11-11,2.420676,231044.0,227919.0,2.22,114.369775,146894,2307494,2160600.0,2678247.0,44.61,43.09,944,1155.0,257,328,1363.0,394,969.0,,,,
2016-11-18,2.412835,231044.0,227919.0,2.44,117.05838,146894,2307494,2160600.0,2678247.0,45.15,44.01,935,1153.0,259,328,1370.0,396,974.0,20.0,1005.2,0.0,0.0
2016-11-25,2.404994,231044.0,227919.0,2.76,117.74565,146894,2307494,2160600.0,2678247.0,47.25,46.49,912,1130.0,258,328,1367.0,400,967.0,52.666666666666664,994.0666666666667,61.666666666666664,5.666666666666667
2016-12-02,2.397153,280791.0,250836.0,3.21,117.62224,150081,2357556,2207475.0,2746543.0,48.63,48.78,899,1112.0,256,323,1363.0,403,960.0,38.333333333333336,1002.6666666666666,53.333333333333336,0.0
2016-12-09,2.389312,280791.0,250836.0,3.69,117.00228,150081,2357556,2207475.0,2746543.0,50.97,52.26,865,1071.0,244,312,1314.0,388,927.0,,,,
2016-12-16,2.381471,280791.0,250836.0,3.57,117.52356,150081,2357556,2207475.0,2746543.0,51.91,53.26,810,1007.0,230,302,1248.0,363,884.0,,,,
2016-12-23,2.37363,280791.0,250836.0,3.51,118.641,150081,2357556,2207475.0,2746543.0,51.95,53.81,757,946.0,217,283,1157.0,324,833.0,,,,
2016-12-30,2.365789,280791.0,250836.0,3.69,118.79785,150081,2357556,2207475.0,2746543.0,53.6,54.96,737,921.0,207,275,1171.0,343,828.0,,,,
2017-01-06,2.357948,291656.0,269960.0,3.47,118.58,151984,2339431,2187447.0,2723628.0,53.34,55.13,698,865.0,197,263,1137.0,343,794.0,,,,
2017-01-13,2.350107,291656.0,269960.0,3.27,118.35202,151984,2339431,2187447.0,2723628.0,52.07,54.02,639,795.0,183,248,1052.0,312,740.0,,,,
2017-01-20,2.342266,291656.0,269960.0,3.29,117.76933333333332,151984,2339431,2187447.0,2723628.0,51.82,54.19,596,757.0,173,235,1037.0,325,712.0,,,,
2017-01-27,2.334425,291656.0,269960.0,3.27,117.11702,151984,2339431,2187447.0,2723628.0,52.74,54.91,569,730.0,164,221,1027.0,340,687.0,,,,
2017-02-03,2.326584,254597.0,253227.0,3.12,116.17538,139196,2142588,2003393.0,2493267.0,53.33,55.53,520,685.0,155,208,991.0,338,654.0,,,,
2017-02-10,2.318743,254597.0,253227.0,3.04,116.21016,139196,2142588,2003393.0,2493267.0,52.88,54.48,479,642.0,150,205,969.0,332,636.0,,,,
2017-02-17,2.310902,254597.0,253227.0,2.87,116.2728,139196,2142588,2003393.0,2493267.0,53.22,54.46,431,612.0,146,206,961.0,328,633.0,,,,
2017-02-24,2.303061,254597.0,253227.0,2.62,116.068175,139196,2142588,2003393.0,2493267.0,54.03,55.4,422,608.0,146,205,982.0,333,649.0,,,,
2017-03-03,2.29522,280567.0,273345.0,2.52,116.32086,157595,2425799,2268204.0,2797117.0,53.56,54.4,404,579.0,139,201,972.0,326,646.0,,,,
2017-03-10,2.287379,280567.0,273345.0,2.75,116.6697,157595,2425799,2268204.0,2797117.0,50.5,52.78,368,557.0,137,203,977.0,325,653.0,,,,
2017-03-17,2.279538,280567.0,273345.0,2.96,116.00946,157595,2425799,2268204.0,2797117.0,48.03,50.29,309,506.0,137,208,932.0,295,637.0,,,,
2017-03-24,2.271697,280567.0,273345.0,2.99,114.81506,157595,2425799,2268204.0,2797117.0,47.28,50.1,278,486.0,141,212,932.0,289,644.0,,,,
2017-03-31,2.263856,280567.0,273345.0,3.03,114.53774,157595,2425799,2268204.0,2797117.0,49.14,51.33,268,479.0,142,216,946.0,295,651.0,,,,
2017-04-07,2.256015,238279.0,242424.0,3.18,114.97988,152698,2350432,2197733.0,2689967.0,51.26,53.28,266,476.0,141,221,957.0,301,656.0,,,,
2017-04-14,2.248174,238279.0,242424.0,3.05,114.81558,152698,2350432,2197733.0,2689967.0,53.19,54.83,278,487.0,144,223,983.0,314,670.0,,,,
2017-04-21,2.240333,238279.0,242424.0,3.1,114.56228,152698,2350432,2197733.0,2689967.0,51.09,52.08,303,504.0,149,228,1005.0,321,684.0,40.0,992.2608695652174,241.30434782608697,0.0
2017-04-28,2.232492,238279.0,242424.0,3.09,114.72144,152698,2350432,2197733.0,2689967.0,49.12,49.55,325,519.0,153,233,1026.0,329,697.0,36.25,997.5,127.5,0.0
2017-05-05,2.224651,244353.0,248867.0,3.14,114.72302,157786,2428739,2270953.0,2778965.0,47.21,48.7,350,524.0,155,238,1034.0,331,702.0,,,,
2017-05-12,2.21681,244353.0,248867.0,3.12,115.08242,157786,2428739,2270953.0,2778965.0,47.04,48.0,367,540.0,161,244,1057.0,337,720.0,,,,
2017-05-19,2.2089689999999997,244353.0,248867.0,3.21,114.01234,157786,2428739,2270953.0,2778965.0,49.24,51.75,390,562.0,166,250,1076.0,338,738.0,,,,
2017-05-26,2.2011279999999998,244353.0,248867.0,3.18,113.55224,157786,2428739,2270953.0,2778965.0,50.21,52.58,419,585.0,166,258,1097.0,342,755.0,,,,
2017-06-02,2.1932869999999998,239805.0,253322.0,3.03,113.335825,154176,2373176,2219000.0,2688422.0,48.48,50.23,457,614.0,172,269,1119.0,345,774.0,,,,
2017-06-09,2.1854459999999998,239805.0,253322.0,2.98,112.85908,154176,2373176,2219000.0,2688422.0,46.57,47.28,491,634.0,177,274,1133.0,348,784.0,,,,
2017-06-16,2.177605,239805.0,253322.0,3.03,112.6341,154176,2373176,2219000.0,2688422.0,45.3,46.18,513,656.0,182,281,1138.0,343,794.0,,,,
2017-06-23,2.169764,239805.0,253322.0,2.89,113.0784,154176,2373176,2219000.0,2688422.0,43.09,44.63,536,676.0,184,280,1140.0,341,799.0,39.25925925925926,1000.1481481481482,120.0,0.0
2017-06-30,2.161923,239805.0,253322.0,3.01,112.27512,154176,2373176,2219000.0,2688422.0,44.63,46.16,564,699.0,187,287,1141.0,332,810.0,25.0,1003.0,0.0,0.0
2017-07-07,2.154082,250508.0,248801.0,2.95,112.45345,160958,2477573,2316614.0,2753997.0,44.96,48.17,588,719.0,193,292,1144.0,327,817.0,24.444444444444443,1010.2222222222222,0.0,0.0
2017-07-14,2.146241,250508.0,248801.0,2.96,111.6673,160958,2477573,2316614.0,2753997.0,45.51,47.1,609,733.0,194,292,1135.0,319,816.0,,,,
2017-07-21,2.1384,250508.0,248801.0,3.09,110.44842,160958,2477573,2316614.0,2753997.0,46.41,47.99,626,743.0,197,294,1120.0,308,812.0,35.714285714285715,1008.7142857142857,28.571428571428573,0.0
2017-07-28,2.130559,250508.0,248801.0,2.96,110.2002,160958,2477573,2316614.0,2753997.0,48.27,49.95,651,754.0,200,293,1101.0,296,805.0,,,,
2017-08-04,2.122718,247888.0,247302.0,2.8,109.9063,160868,2476180,2315312.0,2769670.0,49.52,52.04,673,771.0,202,289,1094.0,290,804.0,35.0,1007.0,23.636363636363637,0.0
2017-08-11,2.114877,247888.0,247302.0,2.85,110.27338,160868,2476180,2315312.0,2769670.0,49.08,51.96,701,798.0,204,292,1087.0,283,804.0,48.611111111111114,995.8333333333334,161.11111111111111,5.0
2017-08-18,2.107036,247888.0,247302.0,2.95,110.24546,160868,2476180,2315312.0,2769670.0,47.52,50.58,728,821.0,206,296,1074.0,274,800.0,45.97560975609756,997.5365853658536,115.36585365853658,7.804878048780488
2017-08-25,2.099195,247888.0,247302.0,2.97,109.69538,160868,2476180,2315312.0,2769670.0,47.68,52.03,749,840.0,205,301,1060.0,262,797.0,41.25,997.8928571428571,43.92857142857143,6.428571428571429
2017-09-01,2.091354,229444.0,248916.0,2.93,109.22006,158401,2438213,2279811.0,2763285.0,46.68,52.25,781,872.0,205,296,1066.0,266,800.0,52.023809523809526,989.547619047619,113.0952380952381,8.69047619047619
2017-09-08,2.093341076923077,229444.0,248916.0,2.91,108.271625,158401,2438213,2279811.0,2763285.0,48.58,53.88,809,906.0,208,296,1092.0,285,807.0,92.05882352941177,965.7941176470588,144.85294117647058,41.69117647058823
2017-09-15,2.095328153846154,229444.0,248916.0,2.96,108.41448,158401,2438213,2279811.0,2763285.0,49.07,55.54,833,938.0,212,300,1125.0,304,821.0,74.40677966101696,970.7966101694915,209.4915254237288,43.813559322033896
2017-09-22,2.097315230769231,229444.0,248916.0,3.09,108.67362,158401,2438213,2279811.0,2763285.0,50.12,57.03,848,964.0,217,307,1130.0,305,825.0,65.41176470588235,980.6823529411764,172.47058823529412,28.823529411764707
2017-09-29,2.0993023076923074,229444.0,248916.0,2.96,109.9015,158401,2438213,2279811.0,2763285.0,51.77,58.75,861,989.0,220,311,1127.0,300,827.0,66.66666666666667,979.4848484848485,197.42424242424244,42.196969696969695
2017-10-06,2.1012893846153844,241338.0,279775.0,2.84,110.46112,166590,2564255,2397665.0,2911373.0,50.23,56.08,884,1024.0,223,315,1149.0,310,838.0,36.724137931034484,1000.6896551724138,145.17241379310346,0.0
2017-10-13,2.1032764615384614,241338.0,279775.0,2.92,110.2973,166590,2564255,2397665.0,2911373.0,50.77,56.21,901,1054.0,224,316,1150.0,302,848.0,48.04347826086956,996.0434782608696,77.3913043478261,10.652173913043478
2017-10-20,2.1052635384615384,241338.0,279775.0,2.84,110.73478,166590,2564255,2397665.0,2911373.0,51.74,57.78,915,1082.0,224,315,1174.0,313,861.0,72.94117647058823,967.1764705882352,357.05882352941177,50.588235294117645
2017-10-27,2.1072506153846153,241338.0,279775.0,2.91,111.55956,166590,2564255,2397665.0,2911373.0,52.51,58.58,926,1107.0,226,317,1199.0,324,874.0,30.0,1006.0,0.0,0.0
2017-11-03,2.1092376923076923,240314.0,287727.0,2.78,111.79722,166233,2558771,2392537.0,2897003.0,54.59,61.04,925,1112.0,224,317,1212.0,336,876.0,31.666666666666668,1002.6666666666666,40.0,0.0
2017-11-10,2.111224769230769,240314.0,287727.0,3.12,111.7301,166233,2558771,2392537.0,2897003.0,57.05,64.29,915,1108.0,220,315,1214.0,341,873.0,35.23809523809524,1004.6190476190476,109.52380952380952,0.0
2017-11-17,2.113211846153846,240314.0,287727.0,3.1,111.40646,166233,2558771,2392537.0,2897003.0,55.81,61.52,891,1090.0,220,314,1211.0,340,871.0,,,,
2017-11-24,2.115198923076923,240314.0,287727.0,3.05,110.7078,166233,2558771,2392537.0,2897003.0,57.47,62.68,876,1068.0,221,314,1214.0,348,866.0,,,,
2017-12-01,2.117186,274478.0,300138.0,2.94,110.2696,170757,2662670,2491914.0,3025419.0,57.81,63.73,868,1058.0,221,313,1235.0,360,875.0,,,,
2017-12-08,2.1339056538461536,274478.0,300138.0,2.84,110.80074,170757,2662670,2491914.0,3025419.0,56.92,63.08,855,1033.0,213,305,1220.0,360,860.0,,,,
2017-12-15,2.1506253076923074,274478.0,300138.0,2.77,111.21958,170757,2662670,2491914.0,3025419.0,57.17,64.35,811,980.0,204,294,1155.0,330,825.0,,,,
2017-12-22,2.1673449615384612,274478.0,300138.0,2.69,110.9697,170757,2662670,2491914.0,3025419.0,57.87,64.36,782,941.0,195,281,1133.0,324,809.0,,,,
2017-12-29,2.184064615384615,274478.0,300138.0,3.03,110.6062,170757,2662670,2491914.0,3025419.0,59.88,66.52,740,875.0,183,268,1060.0,302,759.0,,,,
2018-01-05,2.200784269230769,299891.0,300234.0,5.71,109.53675,177251,2618315,2441063.0,2993178.0,61.36,67.81,664,778.0,167,251,907.0,224,683.0,,,,
2018-01-12,2.2175039230769227,299891.0,300234.0,3.24,109.4975,177251,2618315,2441063.0,2993178.0,63.26,69.47,614,717.0,158,244,851.0,206,646.0,,,,
2018-01-19,2.234223576923077,299891.0,300234.0,4.12,108.121375,177251,2618315,2441063.0,2993178.0,63.77,69.39,555,634.0,145,233,729.0,151,578.0,,,,
2018-01-26,2.2509432307692308,299891.0,300234.0,3.43,107.27624,177251,2618315,2441063.0,2993178.0,65.14,70.04,525,596.0,137,220,719.0,169,550.0,,,,
2018-02-02,2.2676628846153846,237417.0,275652.0,3.3,106.9186,163444,2414348,2250905.0,2751215.0,65.32,68.0,488,543.0,131,213,703.0,184,518.0,,,,
2018-02-09,2.2843825384615384,237417.0,275652.0,2.75,107.82564,163444,2414348,2250905.0,2751215.0,62.01,65.5,432,468.0,122,213,649.0,178,472.0,,,,
2018-02-16,2.301102192307692,237417.0,275652.0,2.54,107.45656,163444,2414348,2250905.0,2751215.0,60.56,62.72,403,428.0,111,204,614.0,175,440.0,,,,
2018-02-23,2.317821846153846,237417.0,275652.0,2.62,107.759925,163444,2414348,2250905.0,2751215.0,62.47,65.52,382,398.0,102,189,611.0,183,429.0,,,,
2018-03-02,2.3345415,270762.0,291468.0,2.64,108.2083,183067,2704217,2521151.0,3069284.0,62.07,66.02,359,380.0,97,177,612.0,189,423.0,,,,
2018-03-09,2.3512611538461536,270762.0,291468.0,2.74,108.08818,183067,2704217,2521151.0,3069284.0,61.65,65.12,314,350.0,93,169,606.0,186,420.0,,,,
2018-03-16,2.3679808076923075,270762.0,291468.0,2.71,108.03634,183067,2704217,2521151.0,3069284.0,61.28,64.14,270,315.0,90,169,602.0,182,419.0,,,,
2018-03-23,2.3847004615384613,270762.0,291468.0,2.66,108.1382,183067,2704217,2521151.0,3069284.0,64.11,67.4,242,284.0,88,166,603.0,181,422.0,,,,
2018-03-30,2.401420115384615,270762.0,291468.0,2.67,107.44694,183067,2704217,2521151.0,3069284.0,64.97,68.65,229,266.0,87,166,606.0,188,419.0,,,,
2018-04-06,2.418139769230769,242264.0,278941.0,2.79,107.6835,176861,2612541,2435681.0,2976108.0,63.07,67.03,217,246.0,83,171,618.0,196,422.0,,,,
2018-04-13,2.434859423076923,242264.0,278941.0,2.78,107.3087,176861,2612541,2435681.0,2976108.0,66.02,71.24,207,228.0,83,175,606.0,185,421.0,,,,
2018-04-20,2.4515790769230765,242264.0,278941.0,2.83,107.37974,176861,2612541,2435681.0,2976108.0,67.55,73.39,205,211.0,84,177,604.0,182,421.0,,,,
2018-04-27,2.468298730769231,242264.0,278941.0,2.8,109.12084,176861,2612541,2435681.0,2976108.0,67.91,74.98,223,221.0,86,187,626.0,190,436.0,,,,
2018-05-04,2.4850183846153846,227168.0,272116.0,2.75,109.93394,184857,2730667,2545810.0,3098558.0,68.38,74.42,243,240.0,92,195,662.0,204,458.0,,,,
2018-05-11,2.5017380384615384,227168.0,272116.0,2.76,110.6404,184857,2730667,2545810.0,3098558.0,70.56,76.68,275,267.0,98,204,694.0,216,477.0,,,,
2018-05-18,2.5184576923076922,227168.0,272116.0,2.8,111.20222,184857,2730667,2545810.0,3098558.0,71.3,78.75,299,288.0,107,213,722.0,226,496.0,,,,
2018-05-25,2.535177346153846,227168.0,272116.0,2.83,111.51874,184857,2730667,2545810.0,3098558.0,70.98,78.59,328,315.0,113,221,748.0,235,514.0,30.0,1006.0,0.0,0.0
2018-06-01,2.551897,228469.0,261995.0,2.88,111.92395,179799,2655954,2476154.0,2972738.0,66.96,75.35,351,341.0,121,231,773.0,245,528.0,35.625,996.5,57.083333333333336,0.0
2018-06-08,2.5468697428571425,228469.0,261995.0,2.92,112.00312,179799,2655954,2476154.0,2972738.0,65.35,73.98,377,372.0,125,239,800.0,252,547.0,,,,
2018-06-15,2.5418424857142856,228469.0,261995.0,2.99,112.5549,179799,2655954,2476154.0,2972738.0,66.21,74.26,406,401.0,127,246,828.0,258,570.0,,,,
2018-06-22,2.5368152285714283,228469.0,261995.0,2.99,113.50362,179799,2655954,2476154.0,2972738.0,66.32,74.12,430,425.0,133,251,835.0,252,583.0,,,,
2018-06-29,2.5317879714285714,228469.0,261995.0,2.98,113.5162,179799,2655954,2476154.0,2972738.0,74.03,75.24,460,455.0,139,257,841.0,245,596.0,,,,
2018-07-06,2.526760714285714,247012.0,305997.0,2.91,113.2767,189493,2799146,2609653.0,3138242.0,73.73,76.33,480,477.0,143,260,843.0,238,605.0,37.35294117647059,1008.4705882352941,18.823529411764707,1.7647058823529411
2018-07-13,2.521733457142857,247012.0,305997.0,2.89,112.78584,189493,2799146,2609653.0,3138242.0,71.96,75.29,507,501.0,144,259,838.0,231,607.0,43.57142857142857,1002.7142857142857,86.96428571428571,6.160714285714286
2018-07-20,2.5167062,247012.0,305997.0,2.78,113.31938,189493,2799146,2609653.0,3138242.0,68.95,71.27,527,525.0,145,256,820.0,215,605.0,32.58620689655172,1001.448275862069,98.27586206896552,0.0
2018-07-27,2.511678942857143,247012.0,305997.0,2.79,113.0561,189493,2799146,2609653.0,3138242.0,70.01,74.0,552,552.0,146,249,807.0,206,601.0,,,,
2018-08-03,2.5066516857142855,237025.0,311449.0,2.8,112.8805,193315,2855600,2662285.0,3206177.0,69.46,73.37,574,580.0,148,244,808.0,204,604.0,34.0,1011.0,72.0,0.0
2018-08-10,2.5016244285714286,237025.0,311449.0,2.96,113.40458,193315,2855600,2662285.0,3206177.0,67.9,71.42,590,604.0,151,239,802.0,195,606.0,33.888888888888886,1006.7037037037037,45.55555555555556,0.0
2018-08-17,2.4965971714285713,237025.0,311449.0,3.0,114.7661,193315,2855600,2662285.0,3206177.0,66.15,69.82,611,633.0,153,238,799.0,190,609.0,36.666666666666664,1007.25,118.33333333333333,0.0
2018-08-24,2.491569914285714,237025.0,311449.0,3.01,113.91232,193315,2855600,2662285.0,3206177.0,68.1,72.77,637,669.0,157,240,801.0,188,613.0,35.833333333333336,1003.3333333333334,160.0,0.0
2018-08-31,2.486542657142857,237025.0,311449.0,2.97,113.72522,193315,2855600,2662285.0,3206177.0,69.66,76.08,659,702.0,162,246,799.0,183,615.0,27.142857142857142,1006.5714285714286,0.0,0.0
2018-09-07,2.4815153999999997,214074.0,301742.0,2.94,114.70835,190148,2808817,2618670.0,3153978.0,68.51,76.64,679,734.0,166,250,806.0,182,624.0,49.64912280701754,997.140350877193,78.24561403508773,6.052631578947368
2018-09-14,2.476488142857143,214074.0,301742.0,2.93,114.3188,190148,2808817,2618670.0,3153978.0,68.96,78.11,709,770.0,170,255,818.0,184,635.0,65.4639175257732,985.2164948453608,158.55670103092783,28.50515463917526
2018-09-21,2.4714608857142855,214074.0,301742.0,3.03,113.67,190148,2808817,2618670.0,3153978.0,70.28,78.97,729,800.0,173,259,807.0,173,634.0,35.267857142857146,1002.1607142857143,90.17857142857143,0.0
2018-09-28,2.4664336285714286,214074.0,301742.0,3.06,113.7419,190148,2808817,2618670.0,3153978.0,72.84,81.85,763,836.0,177,262,829.0,181,648.0,40.5,999.95,199.33333333333334,11.333333333333334
2018-10-05,2.461406371428571,215128.0,306653.0,3.23,114.22376,198978,2939250,2740273.0,3314676.0,75.13,85.44,790,871.0,180,262,854.0,191,663.0,54.285714285714285,985.75,320.35714285714283,11.071428571428571
2018-10-12,2.4563791142857143,215128.0,306653.0,3.3,114.509225,198978,2939250,2740273.0,3314676.0,72.96,83.05,812,908.0,177,264,877.0,203,673.0,58.81944444444444,984.5416666666666,250.41666666666666,14.86111111111111
2018-10-19,2.451351857142857,215128.0,306653.0,3.26,114.35688,198978,2939250,2740273.0,3314676.0,70.24,80.41,825,934.0,177,262,896.0,218,678.0,57.64705882352941,981.4705882352941,432.94117647058823,72.3529411764706
2018-10-26,2.4463246,215128.0,306653.0,3.32,115.33382,198978,2939250,2740273.0,3314676.0,67.43,78.23,826,956.0,180,262,919.0,234,686.0,35.0,1006.0,80.0,0.0
2018-11-02,2.4412973428571427,212486.0,337789.0,3.28,116.03194,195921,2894098,2698177.0,3259912.0,65.06,74.09,831,980.0,182,265,949.0,253,696.0,66.42857142857143,977.5714285714286,380.35714285714283,33.75
2018-11-09,2.436270085714286,212486.0,337789.0,3.58,115.72704,195921,2894098,2698177.0,3259912.0,61.57,70.34,835,991.0,181,266,974.0,272,702.0,52.142857142857146,964.2857142857143,978.5714285714286,51.42857142857143
2018-11-16,2.4312428285714285,212486.0,337789.0,4.23,116.368375,195921,2894098,2698177.0,3259912.0,56.92,66.21,803,959.0,174,258,919.0,251,668.0,,,,
2018-11-23,2.426215571428571,212486.0,337789.0,4.67,116.195525,195921,2894098,2698177.0,3259912.0,54.99,61.22,778,938.0,171,254,914.0,259,654.0,,,,
2018-11-30,2.4211883142857142,212486.0,337789.0,4.43,116.59194,195921,2894098,2698177.0,3259912.0,51.01,58.65,752,914.0,168,253,905.0,263,642.0,,,,
2018-12-07,2.416161057142857,257148.0,363806.0,4.49,116.097075,201460,2975914,2774454.0,3391473.0,52.63,60.47,732,885.0,160,238,898.0,271,627.0,,,,
2018-12-14,2.4111338,257148.0,363806.0,4.38,116.56716,201460,2975914,2774454.0,3391473.0,51.54,59.51,692,841.0,153,227,860.0,262,598.0,,,,
2018-12-21,2.4061065428571426,257148.0,363806.0,3.73,116.23436,201460,2975914,2774454.0,3391473.0,46.98,54.64,676,818.0,150,223,858.0,274,584.0,,,,
2018-12-28,2.4010792857142857,257148.0,363806.0,3.26,116.012025,201460,2975914,2774454.0,3391473.0,45.22,51.03,661,798.0,147,220,878.0,296,582.0,,,,
2019-01-04,2.3960520285714284,290886.0,364787.0,2.92,115.444175,207962,2974830,2766868.0,3376735.0,47.0,54.31,651,763.0,132,204,865.0,302,563.0,,,,
2019-01-11,2.3910247714285715,290886.0,364787.0,2.89,114.303,207962,2974830,2766868.0,3376735.0,50.78,58.64,620,729.0,127,196,861.0,303,557.0,,,,
2019-01-18,2.385997514285714,290886.0,364787.0,3.5,114.358925,207962,2974830,2766868.0,3376735.0,51.92,59.83,566,673.0,121,185,823.0,295,528.0,,,,
2019-01-25,2.3809702571428573,290886.0,364787.0,3.19,114.488875,207962,2974830,2766868.0,3376735.0,52.88,61.34,527,606.0,114,178,771.0,278,493.0,,,,
2019-02-01,2.375943,233344.0,329954.0,2.9,113.8885,189116,2705249,2516133.0,3056916.0,53.63,61.38,468,522.0,105,172,692.0,241,451.0,,,,
2019-02-08,2.3711937499999998,233344.0,329954.0,2.59,114.214,189116,2705249,2516133.0,3056916.0,53.53,61.71,444,492.0,95,155,696.0,248,447.0,,,,
2019-02-15,2.3664445,233344.0,329954.0,2.65,114.95674,189116,2705249,2516133.0,3056916.0,53.88,63.36,395,436.0,87,138,649.0,224,425.0,,,,
2019-02-22,2.3616952500000004,233344.0,329954.0,2.71,114.44793333333332,189116,2705249,2516133.0,3056916.0,56.74,66.58,354,385.0,79,122,598.0,199,399.0,,,,
2019-03-01,2.356946,252989.0,373539.0,2.91,114.19504,210337,3008808,2798471.0,3383042.0,56.12,64.56,311,338.0,73,112,557.0,180,377.0,,,,
2019-03-08,2.368805285714286,252989.0,373539.0,3.28,115.06218,210337,3008808,2798471.0,3383042.0,56.35,64.73,262,287.0,66,102,473.0,129,344.0,,,,
2019-03-15,2.3806645714285715,252989.0,373539.0,2.89,114.86778,210337,3008808,2798471.0,3383042.0,57.81,65.71,245,268.0,62,96,471.0,135,336.0,,,,
2019-03-22,2.3925238571428573,252989.0,373539.0,2.86,114.3339,210337,3008808,2798471.0,3383042.0,59.44,67.34,225,248.0,62,104,467.0,137,329.0,,,,
2019-03-29,2.404383142857143,252989.0,373539.0,2.71,114.91474,210337,3008808,2798471.0,3383042.0,59.49,67.25,210,241.0,64,113,502.0,156,347.0,,,,
2019-04-05,2.4162424285714286,206559.0,338213.0,2.7,114.94238,204537,2925844,2721306.0,3315270.0,62.36,69.54,209,240.0,64,119,523.0,166,357.0,,,,
2019-04-12,2.4281017142857144,206559.0,338213.0,2.72,114.52496,204537,2925844,2721306.0,3315270.0,64.1,71.33,228,254.0,66,128,571.0,187,384.0,,,,
2019-04-19,2.4399610000000003,206559.0,338213.0,2.62,114.61654,204537,2925844,2721306.0,3315270.0,63.8,70.87,251,264.0,70,138,616.0,204,413.0,,,,
2019-04-26,2.4518202857142857,206559.0,338213.0,2.56,115.3171,204537,2925844,2721306.0,3315270.0,65.28,72.93,279,290.0,75,152,666.0,224,442.0,,,,
2019-05-03,2.4636795714285715,207651.0,368568.0,2.59,115.33462,212968,3046445,2833477.0,3424018.0,62.9,71.59,299,309.0,78,162,699.0,234,466.0,,,,
2019-05-10,2.4755388571428574,207651.0,368568.0,2.6,115.57612,212968,3046445,2833477.0,3424018.0,61.81,71.25,330,336.0,82,174,731.0,240,491.0,,,,
2019-05-17,2.4873981428571432,207651.0,368568.0,2.67,116.03894,212968,3046445,2833477.0,3424018.0,62.1,73.32,353,364.0,89,186,762.0,249,513.0,,,,
2019-05-24,2.4992574285714286,207651.0,368568.0,2.66,116.2313,212968,3046445,2833477.0,3424018.0,60.72,70.89,383,399.0,93,198,793.0,253,540.0,,,,
2019-05-31,2.5111167142857145,207651.0,368568.0,2.66,116.4994,212968,3046445,2833477.0,3424018.0,56.93,69.29,414,436.0,101,213,821.0,256,565.0,,,,
2019-06-07,2.5229760000000003,201163.0,360226.0,2.45,116.06358,206667,2956304,2749637.0,3299794.0,52.97,63.15,440,469.0,111,227,842.0,256,586.0,,,,
2019-06-14,2.5348352857142857,201163.0,360226.0,2.41,115.57086,206667,2956304,2749637.0,3299794.0,52.52,63.19,472,503.0,118,234,875.0,264,612.0,,,,
2019-06-21,2.5466945714285716,201163.0,360226.0,2.4,115.456,206667,2956304,2749637.0,3299794.0,54.75,64.04,499,538.0,127,245,893.0,263,630.0,,,,
2019-06-28,2.5585538571428574,201163.0,360226.0,2.34,114.62114,206667,2956304,2749637.0,3299794.0,58.38,66.51,526,568.0,134,255,907.0,259,648.0,,,,
2019-07-05,2.570413142857143,230407.0,393400.0,2.31,114.870075,214733,3071698,2856964.0,3395984.0,57.32,63.84,544,597.0,140,263,927.0,257,669.0,,,,
2019-07-12,2.5822724285714287,230407.0,393400.0,2.47,114.96514,214733,3071698,2856964.0,3395984.0,59.02,65.98,561,627.0,147,268,929.0,246,683.0,39.0,1003.6,113.0,0.0
2019-07-19,2.5941317142857145,230407.0,393400.0,2.44,114.86474,214733,3071698,2856964.0,3395984.0,56.74,63.63,575,650.0,151,271,921.0,229,692.0,39.333333333333336,1002.2,116.66666666666667,5.333333333333333
2019-07-26,2.605991,230407.0,393400.0,2.3,115.27818,214733,3071698,2856964.0,3395984.0,56.05,62.8,597,677.0,156,270,934.0,226,708.0,27.0,1013.2,0.0,0.0
