Week of,Cushing OK Crude Oil Future Contract 1 $/bbl
07/7/2017,45.49
06/30/2017,44.67
06/23/2017,43.14
06/16/2017,45.29
06/9/2017,46.56
06/2/2017,48.5
05/26/2017,50.45
05/19/2017,49.25
05/12/2017,47.06
05/5/2017,47.21
04/28/2017,49.34
04/21/2017,51.08
04/14/2017,53.19
04/7/2017,51.27
03/31/2017,49.31
03/24/2017,47.85
03/17/2017,48.5
03/10/2017,50.88
03/3/2017,53.57
02/24/2017,54.02
02/17/2017,53.2
02/10/2017,52.88
02/3/2017,53.34
01/27/2017,53.13
01/20/2017,51.84
01/13/2017,52.08
01/6/2017,53.34
12/30/2016,53.86
12/23/2016,52.56
12/16/2016,51.93
12/9/2016,50.97
12/2/2016,48.9
11/25/2016,47.83
11/18/2016,45.16
11/11/2016,44.95
11/4/2016,45.52
10/28/2016,49.62
10/21/2016,50.62
10/14/2016,50.44
10/7/2016,49.52
09/30/2016,46.74
09/23/2016,44.58
09/16/2016,44.34
09/9/2016,45.96
09/2/2016,45.13
08/26/2016,47.38
08/19/2016,47.17
08/12/2016,43.1
08/5/2016,40.83
07/29/2016,42.14
07/22/2016,44.75
07/15/2016,45.59
07/8/2016,46.15
07/1/2016,48.28
06/24/2016,49.02
06/17/2016,47.91
06/10/2016,50.18
06/3/2016,48.91
05/27/2016,49.01
05/20/2016,48.03
05/13/2016,45.45
05/6/2016,44.24
04/29/2016,44.79
04/22/2016,42.08
04/15/2016,41.23
04/8/2016,37.26
04/1/2016,38.22
03/25/2016,40.15
03/18/2016,38.32
03/11/2016,37.81
03/4/2016,34.66
02/26/2016,32.27
02/19/2016,30.03
02/12/2016,28.15
02/5/2016,31.28
01/29/2016,32.19
01/22/2016,29.18
01/15/2016,30.59
01/8/2016,34.63
01/1/2016,37.08
12/25/2015,36.62
12/18/2015,35.77
12/11/2015,36.94
12/4/2015,40.9
11/27/2015,42.34
11/20/2015,40.82
11/13/2015,42.64
11/6/2015,45.97
10/30/2015,45.15
10/23/2015,45.32
10/16/2015,46.74
10/9/2015,48.33
10/2/2015,45.01
09/25/2015,45.52
09/18/2015,45.46
09/11/2015,45.16
09/4/2015,46.73
08/28/2015,40.79
08/21/2015,41.38
08/14/2015,43.21
08/7/2015,44.92
07/31/2015,47.96
07/24/2015,49.26
07/17/2015,51.69
07/10/2015,52.41
07/3/2015,57.92
06/26/2015,60.06
06/19/2015,59.89
06/12/2015,60.09
06/5/2015,59.65
05/29/2015,58.38
05/22/2015,59.22
05/15/2015,60.01
05/8/2015,59.72
05/1/2015,58.28
04/24/2015,56.54
04/17/2015,54.81
04/10/2015,51.79
04/3/2015,48.88
03/27/2015,48.89
03/20/2015,44.34
03/13/2015,47.67
03/6/2015,50.4
02/27/2015,49.53
02/20/2015,51.79
02/13/2015,51.14
02/6/2015,50.65
01/30/2015,45.72
01/23/2015,46.52
01/16/2015,47.08
01/9/2015,48.75
01/2/2015,53.42
12/26/2014,55.74
12/19/2014,55.79
12/12/2014,61.11
12/5/2014,67.18
11/28/2014,72.43
11/21/2014,75.38
11/14/2014,76.51
11/7/2014,78.24
10/31/2014,81.26
10/24/2014,81.83
10/17/2014,82.96
10/10/2014,87.62
10/3/2014,91.44
09/26/2014,92.39
09/19/2014,93.54
09/12/2014,92.44
09/5/2014,94.04
08/29/2014,94.32
08/22/2014,94.91
08/15/2014,97.19
08/8/2014,97.52
08/1/2014,99.79
07/25/2014,103.26
07/18/2014,101.68
07/11/2014,102.6
07/4/2014,104.81
06/27/2014,106.06
06/20/2014,106.58
06/13/2014,105.32
06/6/2014,102.58
05/30/2014,103.28
05/23/2014,103.44
05/16/2014,101.64
05/9/2014,100
05/2/2014,100.21
04/25/2014,102.1
04/18/2014,103.97
04/11/2014,102.75
04/4/2014,100.47
03/28/2014,100.4
03/21/2014,99.41
03/14/2014,99.25
03/7/2014,102.77
02/28/2014,102.45
02/21/2014,102.72
02/14/2014,100.2
02/7/2014,97.74
01/31/2014,97.24
01/24/2014,96.42
01/17/2014,93.38
01/10/2014,92.76
01/3/2014,96.78
12/27/2013,99.5
12/20/2013,98.12
12/13/2013,97.48
12/6/2013,96.42
11/29/2013,93.2
11/22/2013,94
11/15/2013,93.93
11/8/2013,94.32
11/1/2013,96.93
10/25/2013,97.77
10/18/2013,101.48
10/11/2013,102.63
10/4/2013,103.12
09/27/2013,103.06
09/20/2013,106.23
09/13/2013,108.26
09/6/2013,108.67
08/30/2013,108.3
08/23/2013,105.47
08/16/2013,106.92
08/9/2013,105.12
08/2/2013,105.5
07/26/2013,105.94
07/19/2013,106.98
07/12/2013,104.81
07/5/2013,100.51
06/28/2013,95.92
06/21/2013,96.71
06/14/2013,96.31
06/7/2013,94.26
05/31/2013,93.43
05/24/2013,95.11
05/17/2013,94.97
05/10/2013,96.17
05/3/2013,93.72
04/26/2013,91.2
04/19/2013,87.97
04/12/2013,93.4
04/5/2013,94.93
03/29/2013,96.24
03/22/2013,93
03/15/2013,92.72
03/8/2013,90.98
03/1/2013,92.25
02/22/2013,94.27
02/15/2013,96.94
02/8/2013,96.2
02/1/2013,97.44
01/25/2013,95.83
01/18/2013,94.54
01/11/2013,93.36
01/4/2013,92.74
12/28/2012,90.32
12/21/2012,88.69
12/14/2012,86.15
12/7/2012,87.53
11/30/2012,87.68
11/23/2012,87.92
11/16/2012,85.88
11/9/2012,85.99
11/2/2012,85.88
10/26/2012,86.69
10/19/2012,91.64
10/12/2012,91.38
10/5/2012,90.82
09/28/2012,91.46
09/21/2012,93.73
09/14/2012,97.61
09/7/2012,95.65
08/31/2012,95.68
08/24/2012,96.47
08/17/2012,94.42
08/10/2012,93.09
08/3/2012,89.06
07/27/2012,89.03
07/20/2012,90.32
07/13/2012,85.78
07/6/2012,85.77
06/29/2012,80.29
06/22/2012,81.41
06/15/2012,83.32
06/8/2012,84.44
06/1/2012,87.09
05/25/2012,91.13
05/18/2012,93.12
05/11/2012,96.99
05/4/2012,103.46
